username,raw_text,clean_text,case_folding_text,tokenized_text,normalized_text,stopword_text,frequency_tokens_text,stemmed_text
kompascom,"Baca di sini: https://t.co/cWdHmyxONm

Pertamina resmi melakukan penyesuaian harga bahan bakar minyak (BBM) mulai Rabu (10/6/2026) yang berlaku di seluruh Indonesia. Dalam penyesuaian kali ini, Pertamina menaikkan harga sejumlah BBM non-subsidi, seperti Pertamax dan Pertamax https://t.co/HkKPMXdbOQ",baca di sini pertamina resmi melakukan penyesuaian harga bahan bakar minyak bbm mulai rabu yang berlaku di seluruh indonesia dalam penyesuaian kali ini pertamina menaikkan harga sejumlah bbm non subsidi seperti pertamax dan pertamax,baca di sini pertamina resmi melakukan penyesuaian harga bahan bakar minyak bbm mulai rabu yang berlaku di seluruh indonesia dalam penyesuaian kali ini pertamina menaikkan harga sejumlah bbm non subsidi seperti pertamax dan pertamax,baca di sini pertamina resmi melakukan penyesuaian harga bahan bakar minyak bbm mulai rabu yang berlaku di seluruh indonesia dalam penyesuaian kali ini pertamina menaikkan harga sejumlah bbm non subsidi seperti pertamax dan pertamax,baca di sini pertamina resmi melakukan penyesuaian harga bahan bakar minyak bbm mulai rabu yang berlaku di seluruh indonesia dalam penyesuaian kali ini pertamina menaikkan harga sejumlah bbm non subsidi seperti pertamax dan pertamax,baca pertamina resmi penyesuaian harga bahan bakar minyak bbm rabu berlaku indonesia penyesuaian kali pertamina menaikkan harga bbm non subsidi pertamax pertamax,baca(1) pertamina(2) resmi(1) penyesuaian(2) harga(2) bahan(1) bakar(1) minyak(1) bbm(2) rabu(1) berlaku(1) indonesia(1) kali(1) menaikkan(1) non(1) subsidi(1) pertamax(2),baca pertamina resmi sesuai harga bahan bakar minyak bbm rabu laku indonesia sesuai kali pertamina naik harga bbm non subsidi pertamax pertamax
Jenggostars,"Hari ini pertamax naik 32%
dari Rp.12.300 menjadi 16.250

Sejak April lalu, harga BBM kelas atas (non subsidi) seperti Pertamax turbo memang sudah naik bertahap. Sekarang giliran Pertamax yang ikut naik.

Banyak yang mulai bertanya: Apakah Pertalite yang ada subsidinya juga akan https://t.co/iI9HDsO5ev",hari ini pertamax naik dari rp menjadi sejak april lalu harga bbm kelas atas non subsidi seperti pertamax turbo memang sudah naik bertahap sekarang giliran pertamax yang ikut naik banyak yang mulai bertanya apakah pertalite yang ada subsidinya juga akan,hari ini pertamax naik dari rp menjadi sejak april lalu harga bbm kelas atas non subsidi seperti pertamax turbo memang sudah naik bertahap sekarang giliran pertamax yang ikut naik banyak yang mulai bertanya apakah pertalite yang ada subsidinya juga akan,hari ini pertamax naik dari rp menjadi sejak april lalu harga bbm kelas atas non subsidi seperti pertamax turbo memang sudah naik bertahap sekarang giliran pertamax yang ikut naik banyak yang mulai bertanya apakah pertalite yang ada subsidinya juga akan,hari ini pertamax naik dari rp menjadi sejak april lalu harga bbm kelas atas non subsidi seperti pertamax turbo memang sudah naik bertahap sekarang giliran pertamax yang ikut naik banyak yang mulai bertanya apakah pertalite yang ada subsidinya juga akan,pertamax rp april harga bbm kelas non subsidi pertamax turbo bertahap giliran pertamax pertalite subsidinya,pertamax(3) rp(1) april(1) harga(1) bbm(1) kelas(1) non(1) subsidi(1) turbo(1) bertahap(1) giliran(1) pertalite(1) subsidinya(1),pertamax rp april harga bbm kelas non subsidi pertamax turbo tahap gilir pertamax pertalite subsidi
akuratco,"Pertamina resmi menaikkan harga BBM non-subsidi Pertamax dan Pertamax Green mulai hari ini. 

Pertamax naik dari Rp12.300 menjadi Rp16.250 per liter, sementara Pertamax Green 95 naik dari Rp12.900 menjadi Rp17.000 per liter.

Penyesuaian harga ini diputuskan setelah https://t.co/JFAAcLJ0OX",pertamina resmi menaikkan harga bbm non subsidi pertamax dan pertamax green mulai hari ini pertamax naik dari rp menjadi rp per liter sementara pertamax green naik dari rp menjadi rp per liter penyesuaian harga ini diputuskan setelah,pertamina resmi menaikkan harga bbm non subsidi pertamax dan pertamax green mulai hari ini pertamax naik dari rp menjadi rp per liter sementara pertamax green naik dari rp menjadi rp per liter penyesuaian harga ini diputuskan setelah,pertamina resmi menaikkan harga bbm non subsidi pertamax dan pertamax green mulai hari ini pertamax naik dari rp menjadi rp per liter sementara pertamax green naik dari rp menjadi rp per liter penyesuaian harga ini diputuskan setelah,pertamina resmi menaikkan harga bbm non subsidi pertamax dan pertamax green mulai hari ini pertamax naik dari rp menjadi rp per liter sementara pertamax green naik dari rp menjadi rp per liter penyesuaian harga ini diputuskan setelah,pertamina resmi menaikkan harga bbm non subsidi pertamax pertamax green pertamax rp rp liter pertamax green rp rp liter penyesuaian harga diputuskan,pertamina(1) resmi(1) menaikkan(1) harga(2) bbm(1) non(1) subsidi(1) pertamax(4) green(2) rp(4) liter(2) penyesuaian(1) diputuskan(1),pertamina resmi naik harga bbm non subsidi pertamax pertamax green pertamax rp rp liter pertamax green rp rp liter sesuai harga putus
marvelle_danny,"Perbandingan dengan Krisis 1998

Krisis moneter 1997–1998 adalah krisis sistematik multi-dimensi:

Rupiah: Dari :Rp2.450/USD (1997) ke Rp15.000–17.000+ dalam hitungan bulan (depresiasi ~600–700%). 
Saat ini pelemahan signifikan tapi lebih gradual.
Inflasi: Mencapai ~77% di 1998 https://t.co/KGcZCGzLOK",perbandingan dengan krisis krisis moneter adalah krisis sistematik multi dimensi rupiah dari rp usd ke rp dalam hitungan bulan depresiasi saat ini pelemahan signifikan tapi lebih gradual inflasi mencapai di,perbandingan dengan krisis krisis moneter adalah krisis sistematik multi dimensi rupiah dari rp usd ke rp dalam hitungan bulan depresiasi saat ini pelemahan signifikan tapi lebih gradual inflasi mencapai di,perbandingan dengan krisis krisis moneter adalah krisis sistematik multi dimensi rupiah dari rp usd ke rp dalam hitungan bulan depresiasi saat ini pelemahan signifikan tapi lebih gradual inflasi mencapai di,perbandingan dengan krisis krisis moneter adalah krisis sistematik multi dimensi rupiah dari rp usd ke rp dalam hitungan bulan depresiasi saat ini pelemahan signifikan tapi lebih gradual inflasi mencapai di,perbandingan krisis krisis moneter krisis sistematik multi dimensi rupiah rp usd rp hitungan depresiasi pelemahan signifikan gradual inflasi mencapai,perbandingan(1) krisis(3) moneter(1) sistematik(1) multi(1) dimensi(1) rupiah(1) rp(2) usd(1) hitungan(1) depresiasi(1) pelemahan(1) signifikan(1) gradual(1) inflasi(1) mencapai(1),banding krisis krisis moneter krisis sistematik multi dimensi rupiah rp usd rp hitung depresiasi lemah signifikan gradual inflasi capai
wrahardian2,"@triwul82 orang kaya tidak terpengaruh harga BBM naik setinggi apapun, makanya sudah tepat BBM non subsidi dinaikkan, disamping banyak uang mereka juga punya mobil listrik",orang kaya tidak terpengaruh harga bbm naik setinggi apapun makanya sudah tepat bbm non subsidi dinaikkan disamping banyak uang mereka juga punya mobil listrik,orang kaya tidak terpengaruh harga bbm naik setinggi apapun makanya sudah tepat bbm non subsidi dinaikkan disamping banyak uang mereka juga punya mobil listrik,orang kaya tidak terpengaruh harga bbm naik setinggi apapun makanya sudah tepat bbm non subsidi dinaikkan disamping banyak uang mereka juga punya mobil listrik,orang kaya tidak terpengaruh harga bbm naik setinggi apapun makanya sudah tepat bbm non subsidi dinaikkan disamping banyak uang mereka juga punya mobil listrik,orang kaya terpengaruh harga bbm apapun bbm non subsidi dinaikkan disamping uang mobil listrik,orang(1) kaya(1) terpengaruh(1) harga(1) bbm(2) apapun(1) non(1) subsidi(1) dinaikkan(1) disamping(1) uang(1) mobil(1) listrik(1),orang kaya pengaruh harga bbm apa bbm non subsidi naik samping uang mobil listrik
jawapos,"Harga BBM non-subsidi Pertamax resmi naik mulai 10 Juni 2026. Pertamina Patra Niaga menetapkan harga Pertamax (RON 92) menjadi Rp16.250 per liter dari sebelumnya Rp12.300 per liter.

Kenaikan juga berlaku untuk Pertamax Green 95 yang naik dari Rp12.900 menjadi Rp17.000 per liter. https://t.co/5St8RhXlIu",harga bbm non subsidi pertamax resmi naik mulai juni pertamina patra niaga menetapkan harga pertamax ron menjadi rp per liter dari sebelumnya rp per liter kenaikan juga berlaku untuk pertamax green yang naik dari rp menjadi rp per liter,harga bbm non subsidi pertamax resmi naik mulai juni pertamina patra niaga menetapkan harga pertamax ron menjadi rp per liter dari sebelumnya rp per liter kenaikan juga berlaku untuk pertamax green yang naik dari rp menjadi rp per liter,harga bbm non subsidi pertamax resmi naik mulai juni pertamina patra niaga menetapkan harga pertamax ron menjadi rp per liter dari sebelumnya rp per liter kenaikan juga berlaku untuk pertamax green yang naik dari rp menjadi rp per liter,harga bbm non subsidi pertamax resmi naik mulai juni pertamina patra niaga menetapkan harga pertamax ron menjadi rp per liter dari sebelumnya rp per liter kenaikan juga berlaku untuk pertamax green yang naik dari rp menjadi rp per liter,harga bbm non subsidi pertamax resmi juni pertamina patra niaga menetapkan harga pertamax ron rp liter rp liter kenaikan berlaku pertamax green rp rp liter,harga(2) bbm(1) non(1) subsidi(1) pertamax(3) resmi(1) juni(1) pertamina(1) patra(1) niaga(1) menetapkan(1) ron(1) rp(4) liter(3) kenaikan(1) berlaku(1) green(1),harga bbm non subsidi pertamax resmi juni pertamina patra niaga tetap harga pertamax ron rp liter rp liter naik laku pertamax green rp rp liter
ekowboy2,"Kemarin yang teriak-teriak minta harga BBM dinaikin mana suaranya, kok sekarang Pertamax naik malalah ngamuk-ngamuk!!

IHSG pagi ini dibuka hijau kuat naik +2,92%!! Pasar merespons positif kenaikan BBM non-subsidi. Ini langkah bijak yang mengurangi beban fiskal negara di tengah https://t.co/IxpzaNwvB3",kemarin yang teriak teriak minta harga bbm dinaikin mana suaranya kok sekarang pertamax naik malalah ngamuk ngamuk ihsg pagi ini dibuka hijau kuat naik pasar merespons positif kenaikan bbm non subsidi ini langkah bijak yang mengurangi beban fiskal negara di tengah,kemarin yang teriak teriak minta harga bbm dinaikin mana suaranya kok sekarang pertamax naik malalah ngamuk ngamuk ihsg pagi ini dibuka hijau kuat naik pasar merespons positif kenaikan bbm non subsidi ini langkah bijak yang mengurangi beban fiskal negara di tengah,kemarin yang teriak teriak minta harga bbm dinaikin mana suaranya kok sekarang pertamax naik malalah ngamuk ngamuk ihsg pagi ini dibuka hijau kuat naik pasar merespons positif kenaikan bbm non subsidi ini langkah bijak yang mengurangi beban fiskal negara di tengah,kemarin yang teriak teriak minta harga bbm dinaikin mana suaranya kok sekarang pertamax naik malalah marah marah ihsg pagi ini dibuka hijau kuat naik pasar merespons positif kenaikan bbm non subsidi ini langkah bijak yang mengurangi beban fiskal negara di tengah,kemarin teriak teriak harga bbm dinaikin suaranya pertamax malalah marah marah ihsg pagi dibuka hijau kuat pasar merespons positif kenaikan bbm non subsidi langkah bijak mengurangi beban fiskal negara,kemarin(1) teriak(2) harga(1) bbm(2) dinaikin(1) suaranya(1) pertamax(1) malalah(1) marah(2) ihsg(1) pagi(1) dibuka(1) hijau(1) kuat(1) pasar(1) merespons(1) positif(1) kenaikan(1) non(1) subsidi(1) langkah(1) bijak(1) mengurangi(1) beban(1) fiskal(1) negara(1),kemarin teriak teriak harga bbm dinaikin suara pertamax mala marah marah ihsg pagi buka hijau kuat pasar respons positif naik bbm non subsidi langkah bijak kurang beban fiskal negara
inilahdotcom,"PT Pertamina Patra Niaga resmi melakukan penyesuaian harga Bahan Bakar Minyak (BBM) jenis non-subsidi, khususnya Pertamax dan Pertamax Green, yang mulai berlaku efektif pada Rabu, 10 Juni 2026.

Kenaikan harga ini cukup signifikan. Harga Pertamax (RON 92) melonjak dari Rp12.300 https://t.co/zcRb1Givq7",pt pertamina patra niaga resmi melakukan penyesuaian harga bahan bakar minyak bbm jenis non subsidi khususnya pertamax dan pertamax green yang mulai berlaku efektif pada rabu juni kenaikan harga ini cukup signifikan harga pertamax ron melonjak dari rp,pt pertamina patra niaga resmi melakukan penyesuaian harga bahan bakar minyak bbm jenis non subsidi khususnya pertamax dan pertamax green yang mulai berlaku efektif pada rabu juni kenaikan harga ini cukup signifikan harga pertamax ron melonjak dari rp,pt pertamina patra niaga resmi melakukan penyesuaian harga bahan bakar minyak bbm jenis non subsidi khususnya pertamax dan pertamax green yang mulai berlaku efektif pada rabu juni kenaikan harga ini cukup signifikan harga pertamax ron melonjak dari rp,pt pertamina patra niaga resmi melakukan penyesuaian harga bahan bakar minyak bbm jenis non subsidi khususnya pertamax dan pertamax green yang mulai berlaku efektif pada rabu juni kenaikan harga ini cukup signifikan harga pertamax ron melonjak dari rp,pt pertamina patra niaga resmi penyesuaian harga bahan bakar minyak bbm jenis non subsidi pertamax pertamax green berlaku efektif rabu juni kenaikan harga signifikan harga pertamax ron melonjak rp,pt(1) pertamina(1) patra(1) niaga(1) resmi(1) penyesuaian(1) harga(3) bahan(1) bakar(1) minyak(1) bbm(1) jenis(1) non(1) subsidi(1) pertamax(3) green(1) berlaku(1) efektif(1) rabu(1) juni(1) kenaikan(1) signifikan(1) ron(1) melonjak(1) rp(1),pt pertamina patra niaga resmi sesuai harga bahan bakar minyak bbm jenis non subsidi pertamax pertamax green laku efektif rabu juni naik harga signifikan harga pertamax ron lonjak rp
RadioElshinta,"Pertamina Patra Niaga melakukan penyesuaian harga BBM nonsubsidi mulai Rabu, 10 Juni 2026. Harga Pertamax RON 92 naik dari Rp12.300 menjadi Rp16.250 per liter, sedangkan Pertamax Green 95 naik dari Rp12.900 menjadi Rp17.000 per liter. Sementara itu, Pertamax Turbo, Dexlite, dan https://t.co/WCE1gR7tF0",pertamina patra niaga melakukan penyesuaian harga bbm nonsubsidi mulai rabu juni harga pertamax ron naik dari rp menjadi rp per liter sedangkan pertamax green naik dari rp menjadi rp per liter sementara itu pertamax turbo dexlite dan,pertamina patra niaga melakukan penyesuaian harga bbm nonsubsidi mulai rabu juni harga pertamax ron naik dari rp menjadi rp per liter sedangkan pertamax green naik dari rp menjadi rp per liter sementara itu pertamax turbo dexlite dan,pertamina patra niaga melakukan penyesuaian harga bbm nonsubsidi mulai rabu juni harga pertamax ron naik dari rp menjadi rp per liter sedangkan pertamax green naik dari rp menjadi rp per liter sementara itu pertamax turbo dexlite dan,pertamina patra niaga melakukan penyesuaian harga bbm nonsubsidi mulai rabu juni harga pertamax ron naik dari rp menjadi rp per liter sedangkan pertamax green naik dari rp menjadi rp per liter sementara itu pertamax turbo dexlite dan,pertamina patra niaga penyesuaian harga bbm nonsubsidi rabu juni harga pertamax ron rp rp liter pertamax green rp rp liter pertamax turbo dexlite,pertamina(1) patra(1) niaga(1) penyesuaian(1) harga(2) bbm(1) nonsubsidi(1) rabu(1) juni(1) pertamax(3) ron(1) rp(4) liter(2) green(1) turbo(1) dexlite(1),pertamina patra niaga sesuai harga bbm nonsubsidi rabu juni harga pertamax ron rp rp liter pertamax green rp rp liter pertamax turbo dexlite
aoi_ookami11,"@reynadefiip Naik seuprit doang apa yg mau diramein. Noh liat BBM non subsidi naik 4000. 
Lagian naik juga gegara efek naikin BI Rate. Melemahnya organik kok kok solusiny 'artifisial'.",naik seuprit doang apa yg mau diramein noh liat bbm non subsidi naik lagian naik juga gegara efek naikin bi rate melemahnya organik kok kok solusiny artifisial,naik seuprit doang apa yg mau diramein noh liat bbm non subsidi naik lagian naik juga gegara efek naikin bi rate melemahnya organik kok kok solusiny artifisial,naik seuprit doang apa yg mau diramein noh liat bbm non subsidi naik lagian naik juga gegara efek naikin bi rate melemahnya organik kok kok solusiny artifisial,naik seuprit doang apa yang mau diramein noh liat bbm non subsidi naik lagian naik juga gegara efek naikin bi rate melemahnya organik kok kok solusiny artifisial,seuprit doang diramein noh liat bbm non subsidi gegara efek naikin bi rate melemahnya organik solusiny artifisial,seuprit(1) doang(1) diramein(1) noh(1) liat(1) bbm(1) non(1) subsidi(1) gegara(1) efek(1) naikin(1) bi(1) rate(1) melemahnya(1) organik(1) solusiny(1) artifisial(1),seuprit doang diramein noh liat bbm non subsidi gegara efek naikin bi rate lemah organik solusiny artifisial
K0MENTAT0R,"BBM Non-Subsidi naik ➡️ Pengguna Pertamax dkk migrasi massal ke Pertalite ➡️ Stok subsidi jebol &amp; langka ➡️ Rakyat kecil yang beneran butuh malah gak kebagian.

Kebijakan hemat anggaran tujuannya agar MBG tetap jalan, ujung-ujungnya hanya  bikin sengsara rakyat👇 #BBMNaik",bbm non subsidi naik pengguna pertamax dkk migrasi massal ke pertalite stok subsidi jebol amp langka rakyat kecil yang beneran butuh malah gak kebagian kebijakan hemat anggaran tujuannya agar mbg tetap jalan ujung ujungnya hanya bikin sengsara rakyat,bbm non subsidi naik pengguna pertamax dkk migrasi massal ke pertalite stok subsidi jebol amp langka rakyat kecil yang beneran butuh malah gak kebagian kebijakan hemat anggaran tujuannya agar mbg tetap jalan ujung ujungnya hanya bikin sengsara rakyat,bbm non subsidi naik pengguna pertamax dkk migrasi massal ke pertalite stok subsidi jebol amp langka rakyat kecil yang beneran butuh malah gak kebagian kebijakan hemat anggaran tujuannya agar mbg tetap jalan ujung ujungnya hanya bikin sengsara rakyat,bbm non subsidi naik pengguna pertamax dkk migrasi massal ke pertalite stok subsidi jebol amp langka rakyat kecil yang beneran butuh malah tidak kebagian kebijakan hemat anggaran tujuannya agar mbg tetap jalan ujung ujungnya hanya membuat sengsara rakyat,bbm non subsidi pengguna pertamax dkk migrasi massal pertalite stok subsidi jebol amp langka rakyat beneran butuh kebagian kebijakan hemat anggaran tujuannya mbg jalan ujung ujungnya sengsara rakyat,bbm(1) non(1) subsidi(2) pengguna(1) pertamax(1) dkk(1) migrasi(1) massal(1) pertalite(1) stok(1) jebol(1) amp(1) langka(1) rakyat(2) beneran(1) butuh(1) kebagian(1) kebijakan(1) hemat(1) anggaran(1) tujuannya(1) mbg(1) jalan(1) ujung(1) ujungnya(1) sengsara(1),bbm non subsidi guna pertamax dkk migrasi massal pertalite stok subsidi jebol amp langka rakyat beneran butuh bagi bijak hemat anggar tuju mbg jalan ujung ujung sengsara rakyat
